id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1512058284919844874,1512058284919844874,2022-04-07 09:22:42 Eastern Daylight Time,2022-04-07,09:22:42,-0400,167800731,drmcgettigan,Dr. Joan McGettigan 🌻,,Come join our team! @DarienHSCT Tech Ed Department has an opening! ❤️ 💡🤖🧠🚀🧑‍💻 #CTEEA #CTE #edtechchat #AppleEDUchat #ITEEA @iteea @CTEdTech @CTTech @CCSU #csed #CSforAllTeachers #AppleLearningCoach @csteachersorg #CSTA2022  https://t.co/qMAbS307bx,en,"[{'screen_name': 'darienhsct', 'name': 'darien high school', 'id': '906216302922145792'}, {'screen_name': 'iteea', 'name': 'iteea', 'id': '41181951'}, {'screen_name': 'ctedtech', 'name': 'ct ed tech', 'id': '4686046099'}, {'screen_name': 'cttech', 'name': 'ct tech council', 'id': '14678968'}, {'screen_name': 'ccsu', 'name': 'ccsu (central)', 'id': '23073586'}, {'screen_name': 'csteachersorg', 'name': 'cs teachers association (csta)', 'id': '88305457'}]",[],['https://pbs.twimg.com/tweet_video_thumb/FPvo_PdVIAYZmg7.jpg'],0,0,1,"['cteea', 'cte', 'edtechchat', 'appleeduchat', 'iteea', 'csed', 'csforallteachers', 'applelearningcoach', 'csta2022']",[],https://twitter.com/drmcgettigan/status/1512058284919844874,False,,1,https://pbs.twimg.com/tweet_video_thumb/FPvo_PdVIAYZmg7.jpg,,,,,,,[],,,,
1511870370642423810,1511870370642423810,2022-04-06 20:56:00 Eastern Daylight Time,2022-04-06,20:56:00,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"Thank you for participating in tonight’s #csk8 Big Book of Computing Pedagogy: Unplug, Unpack, Repack chat. Make sure to follow all #csk8 chatters here on Twitter to expand your #CSEd PLN!",en,[],[],[],1,0,3,"['csk8', 'csk8', 'csed']",[],https://twitter.com/VisionsByVicky/status/1511870370642423810,False,,0,,,,,,,,[],,,,
1511855019481460736,1511855019481460736,2022-04-06 19:55:00 Eastern Daylight Time,2022-04-06,19:55:00,-0400,849100416180736001,kristeenshabram,KShabram,,"It’s your 5 minute warning for tonight’s #csk8 Big Book of Computing Pedagogy: Unplug, Unpack, Repack chat. Please join us if you are involved with K-12 #CSEd!  https://t.co/qJzu30Kc3J",en,[],[],['https://pbs.twimg.com/media/FPr4SQ4XsAUHCW1.jpg'],0,0,0,"['csk8', 'csed']",[],https://twitter.com/KristeenShabram/status/1511855019481460736,False,,1,https://pbs.twimg.com/media/FPr4SQ4XsAUHCW1.jpg,,,,,,,[],,,,
1511826085981343748,1511826085981343748,2022-04-06 18:00:01 Eastern Daylight Time,2022-04-06,18:00:01,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"We're 2 hours away from tonight's #csk8 Big Book of Computing Pedagogy: Unplug, Unpack, Repack chat with questions inspired by ch4 of  https://t.co/HWXg8fsbdH Check out the questions we'll be discussing &amp; plan to join us at 5pm PT/8pm CT if you are involved in K-12 #CSEd  https://t.co/pxp9ln80pq",en,[],['https://bit.ly/csk8bbcp'],"['https://pbs.twimg.com/media/FPrx4H-VQAAqcus.jpg', 'https://pbs.twimg.com/media/FPrx6tqVkAI4yak.png']",0,0,1,"['csk8', 'csed']",[],https://twitter.com/VisionsByVicky/status/1511826085981343748,False,,1,https://pbs.twimg.com/media/FPrx4H-VQAAqcus.jpg,,,,,,,[],,,,
1511805111697293322,1511805111697293322,2022-04-06 16:36:41 Eastern Daylight Time,2022-04-06,16:36:41,-0400,15100514,audrakaplan,AudraKaplan,,"csteachersorg: RT @VisionsByVicky: If you are involved w/K-12 #CSEd join #csk8 chat at 7pm CT tonight for the 4th in our series of chats inspired by The Big Book of Computing Pedagogy  https://t.co/67UNVW5cwN We're talking about ch 4: Unplug, Unpack, Rep…  https://t.co/Bzwhfba6uA",en,"[{'screen_name': 'visionsbyvicky', 'name': 'vicky sedgwick', 'id': '72203012'}]",['http://bit.ly/csk8bbcp'],"['https://pbs.twimg.com/media/FPrusJwVcAIlonz.jpg', 'https://pbs.twimg.com/media/FPruudOVkAIV41G.png']",0,0,0,"['csed', 'csk8']",[],https://twitter.com/AudraKaplan/status/1511805111697293322,False,,1,https://pbs.twimg.com/media/FPrusJwVcAIlonz.jpg,,,,,,,[],,,,
1511783408275390465,1511783408275390465,2022-04-06 15:10:26 Eastern Daylight Time,2022-04-06,15:10:26,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"If you are involved w/K-12 #CSEd join #csk8 chat at 7pm CT tonight for the 4th in our series of chats inspired by The Big Book of Computing Pedagogy  https://t.co/HWIsDY26IQ We're talking about ch 4: Unplug, Unpack, Repack &amp; here's a sneak peek at the questions! #CSforAllTeachers  https://t.co/6idsRGCPPu",en,[],['http://bit.ly/csk8bbcp'],"['https://pbs.twimg.com/media/FPrusJwVcAIlonz.jpg', 'https://pbs.twimg.com/media/FPruudOVkAIV41G.png']",0,4,6,"['csed', 'csk8', 'csforallteachers']",[],https://twitter.com/VisionsByVicky/status/1511783408275390465,False,,1,https://pbs.twimg.com/media/FPrusJwVcAIlonz.jpg,,,,,,,[],,,,
1511777971538866178,1511777971538866178,2022-04-06 14:48:50 Eastern Daylight Time,2022-04-06,14:48:50,-0400,888083398014623744,cds_tuhsd,Corona del Sol High School,,"Congratulations to Stephen Heiser on being selected as a 2022 NCWIT AiC Educator Award recipient! A huge thank you to Mr. Heiser for always enouraging women, genderqueer, or non-binary students to explore their interest in computing &amp; technology!🧡💛 @NCWITAIC #NCWITAiC22 #csed  https://t.co/cFK9VJYkt7",en,"[{'screen_name': 'ncwitaic', 'name': 'ncwitaic', 'id': '1327897044'}]",[],['https://pbs.twimg.com/media/FPropr2VsAEdAaj.jpg'],0,4,14,"['ncwitaic22', 'csed']",[],https://twitter.com/CDS_TUHSD/status/1511777971538866178,False,,1,https://pbs.twimg.com/media/FPropr2VsAEdAaj.jpg,,,,,,,[],,,,
1511741092768763904,1511741092768763904,2022-04-06 12:22:17 Eastern Daylight Time,2022-04-06,12:22:17,-0400,2409173660,centralreddevil,Central High School,,"Congratulations to Loretta Baber on being selected as a 2022 NCWIT AiC Educator Award recipient - one of only two in the entire state of Alabama! Thanks, Mrs. Baber, for supporting students In Phenix City’s Career Tech Center. @NCWITAIC #NCWITAiC22 #csed  https://t.co/7jPWcn84Xo",en,"[{'screen_name': 'ncwitaic', 'name': 'ncwitaic', 'id': '1327897044'}]",[],['https://pbs.twimg.com/media/FPrIEiPXoAMDiRR.jpg'],0,1,2,"['ncwitaic22', 'csed']",[],https://twitter.com/CentralRedDevil/status/1511741092768763904,False,https://twitter.com/NCWITAIC/status/1508852239724687365,1,https://pbs.twimg.com/media/FPrIEiPXoAMDiRR.jpg,,,,,,,[],,,,
1511735527250214917,1511735527250214917,2022-04-06 12:00:11 Eastern Daylight Time,2022-04-06,12:00:11,-0400,17826187,microsoftedu,Microsoft Education,,"If you’ve ever wanted to bring coding into your curriculum, this game-based platform is the perfect starting point. 📍  Check out @MSMakeCode for a library of step-by-step tutorials, skillmaps, &amp; fun projects for students of all ages.   https://t.co/25UXPYVKsn #MicrosoftEDU #CSEd  https://t.co/YZQDu3wpXW",en,"[{'screen_name': 'msmakecode', 'name': 'microsoft makecode', 'id': '853151395351937024'}]",['https://msft.it/6010wv3Oo'],[],2,19,38,"['microsoftedu', 'csed']",[],https://twitter.com/MicrosoftEDU/status/1511735527250214917,False,,1,https://pbs.twimg.com/amplify_video_thumb/1511735502852046853/img/RMlh1XVM3q42yu6j.jpg,,,,,,,[],,,,
1511718037153456128,1511718037153456128,2022-04-06 10:50:41 Eastern Daylight Time,2022-04-06,10:50:41,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"What are you doing tonight at 7pm CT?  We hope you will be joining us for #csk8 Big Book of Computing Pedagogy: Unplug, Unpack, Repack chat. w/questions inspired by ch4  https://t.co/HWXg8fJM5f  Anyone involved w/K-12 #CSEd is welcome to join us! #CSforAllTeachers  https://t.co/lWou0wNT2Y",en,[],['https://bit.ly/csk8bbcp'],['https://pbs.twimg.com/media/FPqzc1-UYAQ2CEa.jpg'],0,3,4,"['csk8', 'csed', 'csforallteachers']",[],https://twitter.com/VisionsByVicky/status/1511718037153456128,False,,1,https://pbs.twimg.com/media/FPqzc1-UYAQ2CEa.jpg,,,,,,,[],,,,
1511666904166973441,1511666904166973441,2022-04-06 07:27:30 Eastern Daylight Time,2022-04-06,07:27:30,-0400,819856033564737536,helloworld_edu,Hello World Magazine,,"In the latest issue of Hello World, Neil Rickus @computingchamps and Andy Robertson @GeekDadGamer explore how video games can enable pupils to develop their understanding of #Cybersecurity.   Read the full article:  https://t.co/K0MZlrH1Fn  #CSEd #EduTwitter  https://t.co/FOxiOEnUwf",en,"[{'screen_name': 'computingchamps', 'name': 'neil rickus', 'id': '1324134702'}, {'screen_name': 'geekdadgamer', 'name': 'andy robertson', 'id': '14304857'}]",['https://helloworld.cc/rickus-robertson-2022'],['https://pbs.twimg.com/media/FPqFBqsXwAkTn-_.jpg'],0,19,21,"['cybersecurity', 'csed', 'edutwitter']",[],https://twitter.com/HelloWorld_Edu/status/1511666904166973441,False,,1,https://pbs.twimg.com/media/FPqFBqsXwAkTn-_.jpg,,,,,,,[],,,,
1511493895300988933,1511493895300988933,2022-04-05 20:00:01 Eastern Daylight Time,2022-04-05,20:00:01,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"Join us tomorrow evening at 5pm PT/8pm ET for #csk8 Big Book of Computing Pedagogy: Unplug, Unpack, Repack chat. Questions are inspired by ch4 of “The Big Book of Computing Pedagogy”  https://t.co/HWXg8fsbdH Anyone involved w/K-12 #CSEd is welcome to join us! #CSforAllTeachers  https://t.co/fEKrRqIqMM",en,[],['https://bit.ly/csk8bbcp'],['https://pbs.twimg.com/media/FPnkioQVsAAB4Lv.jpg'],0,1,4,"['csk8', 'csed', 'csforallteachers']",[],https://twitter.com/VisionsByVicky/status/1511493895300988933,False,,1,https://pbs.twimg.com/media/FPnkioQVsAAB4Lv.jpg,,,,,,,[],,,,
1511405902854647813,1511405902854647813,2022-04-05 14:10:22 Eastern Daylight Time,2022-04-05,14:10:22,-0400,72203012,visionsbyvicky,Vicky Sedgwick,,"Are you involved with K-12 #CSEd? Join us tomorrow, 4/6, at 7pm CT for #csk8 chat for the 4th in our series of chats inspired by “The Big Book of Computing Pedagogy”  https://t.co/HWXg8fJM5f when we will be talking about chapter 4, Unplug, Unpack, Repack. #CSforAllTeachers  https://t.co/KW7e416Uwx",en,[],['https://bit.ly/csk8bbcp'],['https://pbs.twimg.com/media/FPmXpDDVEAAM0Gj.jpg'],0,3,6,"['csed', 'csk8', 'csforallteachers']",[],https://twitter.com/VisionsByVicky/status/1511405902854647813,False,,1,https://pbs.twimg.com/media/FPmXpDDVEAAM0Gj.jpg,,,,,,,[],,,,
1511332827673120772,1511332827673120772,2022-04-05 09:19:59 Eastern Daylight Time,2022-04-05,09:19:59,-0400,1443307278451494918,stcodealgo,CodeAlgo Academy,,More than three in four Black parents and guardians (78%) say learning computer science is important for their child. Similar majorities of Hispanic (67%) and White (68%) parents see computer science as important for their child to learn.  #edtech #csed #a11y #tuesdayvibe #k12  https://t.co/GCvOJqB73W,en,[],[],['https://pbs.twimg.com/media/FPlUQe-WUAECeGa.jpg'],1,1,3,"['edtech', 'csed', 'a11y', 'tuesdayvibe', 'k12']",[],https://twitter.com/stcodealgo/status/1511332827673120772,False,,1,https://pbs.twimg.com/media/FPlUQe-WUAECeGa.jpg,,,,,,,[],,,,
1511159598945751043,1511159598945751043,2022-04-04 21:51:39 Eastern Daylight Time,2022-04-04,21:51:39,-0400,1458698340946755590,poweronbook,Power On!,,We had an awesome time doing a reading of the #PowerOn graphic novel and discussing biased AI w/San Bernardino educators @SBCSS_EdTech. Thank you @Sonal_EDU for inviting/hosting! Check out free Power On! educator resources for your PD coming soon to our website. #edtech #CSed,en,"[{'screen_name': 'sbcss_edtech', 'name': 'sbcss edtech/digital learning services', 'id': '976937345562787840'}, {'screen_name': 'sonal_edu', 'name': 'sonal patel, m.s. ed tech', 'id': '2392022618'}]",[],[],0,5,9,"['poweron', 'edtech', 'csed']",[],https://twitter.com/PowerOnBook/status/1511159598945751043,False,https://twitter.com/SBCSS_EdTech/status/1509688902633754645,0,,,,,,,,[],,,,
1511105154442956800,1511105154442956800,2022-04-04 18:15:18 Eastern Daylight Time,2022-04-04,18:15:18,-0400,54638676,cherisemcb,Dr. Cherise McBride,,"Join us next Monday, Apr 11! Will share resources for teaching data literacy #iteachmath #mtbos #StatisticalLiteracy #DataLiteracy #CS4All #CSed #DataEducation",en,[],[],[],0,2,4,"['iteachmath', 'mtbos', 'statisticalliteracy', 'dataliteracy', 'cs4all', 'csed', 'dataeducation']",[],https://twitter.com/cherisemcb/status/1511105154442956800,False,https://twitter.com/dsforeveryone/status/1511004657048600578,0,,,,,,,,[],,,,
1511081180317515776,1511081180317515776,2022-04-04 16:40:02 Eastern Daylight Time,2022-04-04,16:40:02,-0400,38013241,youthtoday,Youth Today,,How @TulsaSchools and @utulsa are working together to build the next generation of America's cyber-defenders #STEMed #CSEd  https://t.co/JuL9jzwp2H  https://t.co/P0WeZ4FgB5,en,"[{'screen_name': 'tulsaschools', 'name': 'tulsaschools', 'id': '92405904'}, {'screen_name': 'utulsa', 'name': 'university of tulsa', 'id': '17091564'}]",['https://bit.ly/HSCyberDefense'],['https://pbs.twimg.com/media/FPhwU3dWYAQfE_Q.jpg'],0,1,3,"['stemed', 'csed']",[],https://twitter.com/YouthToday/status/1511081180317515776,False,,1,https://pbs.twimg.com/media/FPhwU3dWYAQfE_Q.jpg,,,,,,,[],,,,
1511036076986535938,1511036076986535938,2022-04-04 13:40:49 Eastern Daylight Time,2022-04-04,13:40:49,-0400,1458698340946755590,poweronbook,Power On!,,Guess who's @amazonbooks #1 NEW RELEASE for Science &amp; Technology for Teens? The new Power On! graphic novel. Go to  https://t.co/OHsexVWWwi to see the trailer and pre-order now! @mitpress @uclacenterx #graphicnovel #edchat #edtech #computerscience #csed #csforall  https://t.co/fWSI0t1Wbb,en,"[{'screen_name': 'amazonbooks', 'name': 'amazon books', 'id': '14172201'}, {'screen_name': 'mitpress', 'name': 'mit press', 'id': '20774514'}, {'screen_name': 'uclacenterx', 'name': 'ucla center x', 'id': '2284018268'}]",['http://poweronbook.com'],['https://pbs.twimg.com/media/FPhGFJKUYAIB5zg.jpg'],0,6,11,"['graphicnovel', 'edchat', 'edtech', 'computerscience', 'csed', 'csforall']",[],https://twitter.com/PowerOnBook/status/1511036076986535938,False,,1,https://pbs.twimg.com/media/FPhGFJKUYAIB5zg.jpg,,,,,,,[],,,,
1511016642494537732,1511016642494537732,2022-04-04 12:23:35 Eastern Daylight Time,2022-04-04,12:23:35,-0400,386203183,melrasberry,Melissa Rasberry,,Proud of the work Sheenal Young is leading with #csed in North Carolina! @FridayInstitute  https://t.co/0StctQI1oO,en,"[{'screen_name': 'fridayinstitute', 'name': 'friday institute', 'id': '1599091261'}]",[],['https://pbs.twimg.com/media/FPg1oDRUcAcYc8_.jpg'],0,1,14,['csed'],[],https://twitter.com/MelRasberry/status/1511016642494537732,False,,1,https://pbs.twimg.com/media/FPg1oDRUcAcYc8_.jpg,,,,,,,[],,,,
1511004624366583820,1511004624366583820,2022-04-04 11:35:50 Eastern Daylight Time,2022-04-04,11:35:50,-0400,1417134608919973890,raspberrypi_org,Raspberry Pi Foundation,,"Our new seminar series focuses on cross-disciplinary approaches to teaching computing. Our speakers are Mark Guzdial @guzdial, Pratim Sengupta @pratim, Yasmin Kafai @katyaskit, Genevieve Smith-Nunes @pegleggen.  Find out more:  https://t.co/UsyddJNQVs  #CSEd #Computing #CSForAll  https://t.co/Ts0p9OWOyn",en,"[{'screen_name': 'guzdial', 'name': 'mark guzdial', 'id': '20801371'}, {'screen_name': 'pratim', 'name': 'pratim sengupta', 'id': '6526892'}, {'screen_name': 'katyaskit', 'name': 'yasmin kafai', 'id': '512562417'}, {'screen_name': 'pegleggen', 'name': 'genevieve smith-nunes', 'id': '335352612'}]",['https://www.raspberrypi.org/blog/cross-disciplinary-computing-education-research-seminars/'],['https://pbs.twimg.com/media/FPgqsKPXoAUwRih.jpg'],3,18,38,"['csed', 'computing', 'csforall']",[],https://twitter.com/RaspberryPi_org/status/1511004624366583820,False,,1,https://pbs.twimg.com/media/FPgqsKPXoAUwRih.jpg,,,,,,,[],,,,
